genes_names	tAI
00010	0.20263454908444
00020	0.211778704613959
00030	0.179376871391516
00040	0.190210571402375
00050	0.17995282970922
00070	0.215411313061061
00080	0.20785890710571
00110	0.198562201458342
00120	0.175794089454937
00130	0.193345441381147
00160	0.19658092419377
00180	0.165586656873526
00190	0.183893150323481
00220	0.191046680832088
00260	0.190542974223653
00270	0.162840030606968
00280	0.194436770124614
00290	0.191388767999502
00300	0.194922029888726
00310	0.188204846392547
00320	0.180599015605086
00340	0.182908201626036
00360	0.183370393461593
00390	0.19569644548338
00400	0.19403295212275
00410	0.182293254756974
00420	0.185596032614575
00440	0.162463652646022
00460	0.164795708426076
00470	0.183187765009361
00480	0.200574505965932
00510	0.186653327072597
00540	0.186400853846146
00550	0.188895943412791
00580	0.18711425322331
00600	0.174564107807858
00610	0.166733005469525
00620	0.231295481349596
00640	0.18166216473967
00650	0.177013575350152
00670	0.187033375727858
00680	0.208161460226254
00690	0.207326445661523
00700	0.196023136369205
00730	0.216970895862053
00740	0.187225981014937
00750	0.191655949656831
00780	0.189687213519888
00790	0.185919225968417
00800	0.213322101083035
00820	0.228637420280668
00830	0.227156364413146
00840	0.192917175434515
00850	0.184839104066483
00860	0.204173495038447
00900	0.171666896034913
00910	0.18552869836114
00930	0.18501246875613
00940	0.198677792160532
00950	0.164860128258463
00970	0.172443562933353
00980	0.195943424127413
01000	0.208632043495673
01010	0.199100872076439
01020	0.209270816786954
01030	0.216777125380114
01040	0.188888114448309
01050	0.221061413875656
01060	0.19848888338829
01100	0.217774870138516
01110	0.221927760947711
01120	0.218459929564512
01140	0.176335753649638
01150	0.200952158400656
01160	0.212660746840984
01170	0.225497383329962
01200	0.235590554762444
01210	0.217905786512734
01230	0.211544801749566
01240	0.215762382645885
01250	0.231782659882827
01270	0.210432000035801
01280	0.220274104629971
01300	0.21604110465193
01310	0.201413230850978
01320	0.1932734983149
01330	0.218961496998426
01350	0.214637781621731
01360	0.169781497569918
01370	0.195519075127119
01390	0.22520798302879
01410	0.236251732650513
01420	0.176843483540935
01430	0.196452823097291
01470	0.164671439076359
01480	0.165171040910625
01490	0.215938028268974
01500	0.237150758664823
01510	0.20539489871983
01520	0.198953657274038
01530	0.188368302296867
01540	0.189650771401678
01550	0.216665451055423
01560	0.160992635115963
01580	0.144372593781705
01590	0.145026544870402
01600	0.219238705865759
01610	0.182504579476127
01620	0.161062482502693
01630	0.222484278167734
01640	0.202203458236295
01650	0.208514830878667
01660	0.210234641482138
01680	0.193233015885943
01710	0.17933820533765
01720	0.232584471435985
01800	0.198555047819144
01820	0.16747018821739
01845	0.187830064626275
01860	0.18753719689305
01880	0.185877006332964
01890	0.158914565591527
01920	0.181425699502223
01935	0.175669567859518
01950	0.18433226892533
01960	0.162156408958751
01970	0.161757240182978
01980	0.191216649833142
01990	0.166814681512615
02000	0.166146083857994
02010	0.174869219624945
02040	0.192198870361216
02050	0.185364467913061
02070	0.204841005902432
02100	0.179593921595778
02110	0.216807017885834
02120	0.153122918123363
02140	0.195076013258396
02150	0.159475081952852
02160	0.18045227944406
02170	0.158512174515673
02190	0.181320553893717
02200	0.192625563146135
02210	0.174543611614284
02220	0.183813641016539
02230	0.164342131662051
02240	0.183699938011517
02250	0.177250651376426
02260	0.170429775515902
02280	0.161568877609952
02290	0.179553355759617
02310	0.177477495784184
02330	0.207754811844958
02350	0.18865089148919
02370	0.1748482261162
02380	0.141600804951158
02390	0.174951405996613
02400	0.177114716796197
02410	0.195864525076924
02450	0.193355325600979
02460	0.175162065392312
02470	0.177600454460186
02480	0.175479395632064
02490	0.16625467689654
02500	0.197995775392632
02510	0.175119733725924
02540	0.161382992032506
02550	0.187557757686792
02600	0.155854064675943
02619	0.217664927800783
02620	0.189714950337605
02650	0.18901509284821
02660	0.151884140367687
02670	0.176066766796327
02680	0.181361799341738
02690	0.189517381580049
02700	0.183605824623308
02710	0.184929644735564
02720	0.213799456229697
02730	0.171924213824243
02750	0.194260558819795
02770	0.194868285127038
02780	0.216342777583938
02790	0.18101802426731
02800	0.174899463798464
02810	0.192169492310858
02820	0.194550339852615
02830	0.188426973641329
02890	0.226287633822737
02910	0.208121260164349
02920	0.185758443439465
02930	0.170071646897166
02990	0.162553161055182
03000	0.18340900232109
03010	0.195173797256431
03020	0.16571564667706
03050	0.211642356318591
03060	0.159478723179755
03090	0.181674863580602
03130	0.190631284648505
03140	0.216963236745346
03150	0.218027309434233
03160	0.205682523720792
03170	0.164212637296567
03180	0.190640991377633
03190	0.202062324123012
03200	0.202711811792906
03210	0.205062495941427
03220	0.165539067727453
03270	0.15284980497253
03300	0.21451805974103
03310	0.204628002815099
03320	0.204831552636126
03350	0.213755427529672
03370	0.159765582736801
03380	0.185060679872413
03390	0.204511113871928
03400	0.214904191552253
03420	0.199480335183352
03430	0.196810483760873
03440	0.200580290336609
03450	0.21126442936294
03460	0.247981840882438
03510	0.177608181723862
03520	0.170256475931543
03530	0.16454436946719
03550	0.162453896697997
03560	0.168130935667838
03580	0.176818814148774
03610	0.237126534740369
03620	0.184631295895418
03630	0.18612354008064
03640	0.187261186116154
03652	0.187546537658659
03660	0.162346706594441
03680	0.189187193471526
03690	0.170688595491188
03700	0.158484532624287
03710	0.177186786528957
03720	0.1686936457121
03730	0.22646259656562
03740	0.205407833070589
03750	0.180425128666775
03760	0.195770950833913
03790	0.199689867238356
03810	0.168769980013499
03820	0.199517748006195
03830	0.22813703637359
03840	0.182185394184591
03850	0.181992153175601
03880	0.17844184110759
03890	0.178295027807416
03910	0.193558251692278
03920	0.164090325824453
03930	0.193441834673818
03940	0.176103045769038
03950	0.197026408576336
03960	0.179690495723409
03970	0.165307894588218
03981	0.191583768353589
04010	0.209273658729026
04020	0.192609507738198
04030	0.172977759234564
04039	0.282661845902809
04050	0.179617038371559
04080	0.176061491494202
04090	0.178753977548192
04100	0.178948139191605
04140	0.206799329511196
04160	0.186520848865544
04170	0.194680010251237
04180	0.183331221966883
04190	0.198253872968732
04200	0.206950140918301
04220	0.197030335827404
04230	0.163116300837527
04240	0.173155678624073
04280	0.184886052610701
04300	0.184227767829918
04310	0.190030858367421
04340	0.185673469429981
04360	0.167435557506995
04380	0.17978127606807
04390	0.207344921385097
04400	0.350770930957545
04420	0.191464081754748
04430	0.213066978842904
04440	0.205279302133162
04450	0.180577222429317
04460	0.183364645909374
04480	0.168685107804077
04490	0.198747083555402
04500	0.183518396547169
04520	0.179373359019851
04550	0.246090167191077
04560	0.199539997218695
04570	0.190062310682143
04580	0.212972164584047
04600	0.19053565903678
04610	0.17178329906897
04620	0.187587351895777
04630	0.199427262860002
04650	0.214916407165829
04660	0.188875420703363
04700	0.183372170970039
04710	0.197080516584437
04720	0.196451962691109
04740	0.195844861680738
04750	0.205991560982362
04770	0.188440670941321
04780	0.203235392567433
04790	0.187180398502573
04810	0.216480476546803
04820	0.24573133719809
04840	0.171794167201206
04850	0.180472863034784
04860	0.193132016101078
04880	0.1921771825798
04890	0.189478857498145
04900	0.194745096407939
04910	0.208770298341994
04930	0.176512348895042
04940	0.204702955656187
04950	0.202659151331908
04960	0.187059470560774
04970	0.193764918638383
04980	0.191369917271448
04990	0.193353875076077
05000	0.20993445201252
05010	0.195123491581036
05040	0.188131094239157
05050	0.201285791363386
05060	0.190059114134447
05070	0.211447369767666
05090	0.176811259768253
05100	0.195268248933128
05110	0.178126196905835
05120	0.258747725828121
05150	0.193989717031931
05160	0.165864876112582
05180	0.171556074282365
05190	0.161925110459882
05210	0.194746723563367
05230	0.166709516161953
05240	0.1712380163993
05250	0.201413117007879
05260	0.183794541039606
05270	0.172263889887889
05280	0.199093756491087
05290	0.208683284021694
05300	0.19202616521917
05310	0.178779869626333
05320	0.171963520427795
05340	0.166390801385615
05370	0.188923093045116
05380	0.213374749412401
05390	0.185365807579861
05400	0.186147048446848
05410	0.174529047510652
05420	0.20276099379842
05430	0.177783332321711
05440	0.181918802396807
05460	0.200216897878952
05470	0.185906150459142
05530	0.207285254576693
05540	0.175947227712439
05550	0.180308899955846
05570	0.19495338886705
05580	0.195784735496325
05590	0.155624495523167
05600	0.189162573465209
05620	0.181961345501297
05630	0.204767307410836
05640	0.202137508570497
05650	0.187337465160984
05660	0.229048548361739
05680	0.158704227434259
05690	0.168502685610386
05700	0.202592495817513
05710	0.155809792732845
05730	0.205471452127204
05740	0.205451887719552
05750	0.156936674261464
05770	0.177796591153826
05780	0.205073430893149
05790	0.213031156675862
05800	0.171350972963041
05810	0.209864452469421
05820	0.200483899160582
05840	0.205287494217272
05850	0.180946667528366
05860	0.191284111152736
05870	0.182121256885564
05880	0.184248867477692
05900	0.181989319198586
05910	0.194472475729815
05930	0.158594852851477
05940	0.179764678638072
05950	0.201972542066036
05960	0.172969084648696
05970	0.170830920338463
06000	0.202037734859723
06010	0.189635051722474
06040	0.198522855307456
